iter,w1,w2,fval
1.090000000000000000e+02,1.380868010536030754e-01,1.000000000000087211e-109,1.906796462521735680e-02
1.100000000000000000e+02,1.356012386346382159e-01,1.000000000000088392e-110,1.838769591924810029e-02
1.110000000000000000e+02,1.331604163392147155e-01,1.000000000000089279e-111,1.773169647963300163e-02
1.120000000000000000e+02,1.307635288451088618e-01,1.000000000000089279e-112,1.709910047602561725e-02
1.130000000000000000e+02,1.284097853258968913e-01,1.000000000000090433e-113,1.648907296744292483e-02
1.140000000000000000e+02,1.260984091900307358e-01,1.000000000000091298e-114,1.590080880025642948e-02
1.150000000000000000e+02,1.238286378246101771e-01,1.000000000000092020e-115,1.533353154549847892e-02
1.160000000000000000e+02,1.215997223437671887e-01,1.000000000000092696e-116,1.478649247408127254e-02
1.170000000000000000e+02,1.194109273415793759e-01,1.000000000000093541e-117,1.425896956857594829e-02
1.180000000000000000e+02,1.172615306494309423e-01,1.000000000000093541e-118,1.375026657024743144e-02
1.190000000000000000e+02,1.151508230977411895e-01,1.000000000000093982e-119,1.325971206008728573e-02
1.200000000000000000e+02,1.130781082819818512e-01,1.000000000000095082e-120,1.278665857263161336e-02
